dispatch_date,order_id,customer_id,product_type,quantity,batch_ref,vehicle_number,driver_name,transporter,invoice_no,eway_bill_no,freight_inr,delivery_status,delivery_date,remarks
2023-07-26,D-3873,OEM-TVS,Brake Disc,1350,BATCH-2022-0107,MH12-9205,Ravi Kumar,Self-transport,,,19357.38,Delivered,14/07/2021,Customer not available
2022-06-08,D-3740,OEM-HONDA,Wheel Hub Assy,704,BATCH-2024-0264,MH04-4193,Satish Bhosale,Mahindra Logistics,INV-351162,EWB565584142699,6172.38,Delivered,11/22/2024,
2021-07-16,D-1202,OEM-HONDA,Brake Pad Type B,1109,BATCH-2022-0233,MH13-7690,Nitin Sawant,Delhivery,INV-352564,EWB529825686461,10381.8,Partial,20-Apr-2024,Returned – wrong address
13/02/2024,D-1393,OEM-MAHINDRA,Wheel Hub Assy,386,BATCH-2023-0453,MH14-7031,Deepak More,Mahindra Logistics,INV-941128,EWB771096966834,7481.24,Delivered,03-Jan-2023,Customer requested reschedule
04/05/2024,D-3056,OEM-SUZUKI,Wheel Hub Assy,1545,BATCH-2022-0351,GJ01-5487,Nitin Sawant,Mahindra Logistics,INV-311136,EWB720786921949,3901.44,,25/01/2022,Customer requested reschedule
2023-06-07,D-1412,OEM-FORD,Clutch Plate,1501,BATCH-2023-0318,TN07-1152,Nitin Sawant,BlueDart,INV-570347,EWB675874925578,14874.1,Delivered,,Customer not available
2021-11-26,D-3480,OEM-RENAULT,CV Joint,940,BATCH-2024-0395,MH13-6883,Vijay Chavan,Self-transport,INV-984022,EWB170503403206,3072.01,Delivered,2023-08-13,Short delivery – balance next trip
2021-12-07,D-2582,OEM-HYUNDAI,Clutch Plate,655,BATCH-2022-0097,MH12-4731,Amit Singh,BlueDart,INV-884149,EWB739119064207,11079.3,,17-Jun-2021,Customer not available
2021-03-09,D-3599,OEM-HONDA,Wheel Hub Assy,1004,BATCH-2023-0469,MH04-5021,Satish Bhosale,,INV-650903,EWB154291353281,8343.99,Delivered,11-09-2021,Returned – wrong address
2022-01-18,D-2032,OEM-TATA,Clutch Plate,1579,BATCH-2024-0229,TN07-9452,Suresh Patil,Delhivery,,EWB813802023300,5137.53,Delivered,2022-08-30,Customer requested reschedule
04/27/2021,D-2440,OEM-HONDA,Drum Brake Assy,1590,BATCH-2021-0340,MH10-8406,Rahul Sharma,VRL Logistics,INV-685601,EWB315254898686,3966.18,In Transit,20-01-2024,Customer not available
23/04/2022,D-3502,OEM-RENAULT,Brake Disc,1022,BATCH-2024-0162,MH14-6105,Deepak More,Safexpress,INV-286106,EWB419302531901,3585.89,In Transit,07/10/2023,POD pending
06/06/2024,D-4285,OEM-MARUTI,Disc Brake Caliper,1115,BATCH-2023-0314,GJ01-7925,Pradeep Jadhav,Self-transport,INV-951885,EWB880095853605,18557.47,Delivered,2022-09-08,Delayed – vehicle breakdown
12-Oct-2021,D-3436,OEM-BAJAJ,Brake Pad Type A,396,BATCH-2023-0244,MH10-9170,Suresh Patil,BlueDart,INV-347250,EWB567006289499,23148.31,Delivered,2024-08-13,
10/05/2022,D-3043,OEM-RENAULT,Brake Shoe,1556,BATCH-2022-0306,GJ01-3871,Vijay Chavan,Self-transport,INV-483885,EWB981905651776,22044.96,In Transit,2022-01-05,POD pending
2022-10-10,D-3363,OEM-FORD,Brake Pad Type B,795,BATCH-2023-0138,MH10-9819,Deepak More,TCI Express,INV-913034,EWB777684145009,8903.24,In Transit,20-Jan-2022,Short delivery – balance next trip
01-Feb-2023,D-1867,OEM-TVS,Disc Brake Caliper,476,BATCH-2022-0162,MH13-4426,Nitin Sawant,Safexpress,INV-692769,EWB859477888432,6870.89,Delivered,23-Nov-2024,POD pending
2022-04-04,D-3928,OEM-SUZUKI,Brake Pad Type A,1285,BATCH-2022-0077,MH04-7607,Suresh Patil,BlueDart,INV-641684,EWB903952334626,24154.96,Delivered,06-03-2024,On time
2021-09-20,D-2067,OEM-TVS,Wheel Hub Assy,1962,BATCH-2022-0181,MH14-1964,Suresh Patil,VRL Logistics,,EWB427514822978,10409.83,Delivered,2023-01-09,
05/04/2022,D-2492,OEM-SUZUKI,Brake Disc,55,BATCH-2022-0166,GJ01-7349,Satish Bhosale,Mahindra Logistics,INV-527381,EWB287460638854,7367.0,Delivered,03/16/2024,Customer not available
2021-04-19,D-2336,OEM-BAJAJ,Clutch Plate,877,BATCH-2024-0203,MH13-7782,Deepak More,Safexpress,INV-615209,EWB415860216394,7871.13,Delivered,27-Jun-2024,Returned – wrong address
2024-11-29,D-1869,OEM-MARUTI,Wheel Hub Assy,1284,BATCH-2023-0151,MH14-6548,Suresh Patil,,INV-214741,EWB505285888777,10289.73,Delivered,04-May-2022,Delayed – vehicle breakdown
2022-06-12,D-2271,OEM-RENAULT,Clutch Plate,367,BATCH-2023-0432,GJ01-4861,Suresh Patil,Self-transport,INV-138856,EWB337754357726,,,2022-04-12,
03-May-2023,D-1276,OEM-MARUTI,Drum Brake Assy,1348,BATCH-2022-0306,MH12-3988,Pradeep Jadhav,BlueDart,INV-493316,EWB931707546121,9508.07,Delivered,07-06-2022,Customer not available
12/08/2023,D-3858,OEM-TVS,Brake Pad Type B,590,BATCH-2024-0274,TN07-6767,Deepak More,Delhivery,,,19988.09,,18/11/2022,On time
2021-08-08,D-3095,OEM-MARUTI,Wheel Hub Assy,1735,BATCH-2023-0006,GJ01-8802,Deepak More,Safexpress,INV-892309,EWB172529883762,23737.11,Delivered,05/07/2023,Returned – wrong address
2024-11-25,D-2459,OEM-RENAULT,Drum Brake Assy,289,BATCH-2024-0243,GJ01-6372,Deepak More,Safexpress,INV-367964,EWB345250381016,,Delivered,22-Dec-2022,Short delivery – balance next trip
2021-10-12,D-2279,OEM-TATA,Brake Pad Type B,1022,BATCH-2024-0238,MH13-2786,Amit Singh,BlueDart,INV-774092,EWB490667985762,2762.11,Delivered,,Customer not available
2023-12-07,D-3453,OEM-SUZUKI,Clutch Plate,378,BATCH-2024-0193,MH04-4891,Ravi Kumar,Safexpress,INV-351948,EWB680921164929,21794.02,,11/12/2022,On time
01/07/2022,D-1622,OEM-MAHINDRA,Drum Brake Assy,67,BATCH-2024-0227,MH14-3714,Suresh Patil,Self-transport,INV-894561,,17182.82,In Transit,2021-05-24,
2023-02-26,D-2732,OEM-TVS,Brake Shoe,742,BATCH-2024-0293,MH04-5729,Deepak More,BlueDart,INV-993326,EWB888203444090,19608.04,,12/05/2022,Customer requested reschedule
21/08/2023,D-4492,OEM-SUZUKI,Drum Brake Assy,1844,BATCH-2022-0345,MH10-5263,Pradeep Jadhav,BlueDart,INV-680160,EWB620354437200,13811.63,Delivered,10-12-2023,Returned – wrong address
09/24/2021,D-4396,OEM-BAJAJ,Wheel Hub Assy,1405,BATCH-2023-0148,MH13-7184,Suresh Patil,Self-transport,,EWB868755847113,18793.25,Delayed,,On time
06/20/2021,D-3497,OEM-TATA,Brake Pad Type B,710,BATCH-2024-0483,MH13-3674,Rahul Sharma,Mahindra Logistics,INV-899995,EWB256388232933,23366.9,Delivered,2022-12-23,Customer not available
2023-01-25,D-2141,OEM-TVS,Brake Pad Type A,1037,BATCH-2022-0255,KA01-1098,Satish Bhosale,BlueDart,,EWB733318016219,16287.88,Delivered,03/25/2023,Customer requested reschedule
2021-03-29,D-2322,OEM-TVS,CV Joint,1307,BATCH-2022-0212,KA01-3460,Deepak More,Gati Ltd,INV-381261,EWB589161873446,1348.57,In Transit,01-Jun-2021,
2021-12-31,D-3821,OEM-TATA,Disc Brake Caliper,1076,BATCH-2022-0147,MH13-3121,Amit Singh,Delhivery,INV-279090,EWB666079570059,14229.9,Delayed,,
2023-09-19,D-2118,OEM-MAHINDRA,Wheel Hub Assy,1400,BATCH-2021-0265,MH14-9803,,TCI Express,,EWB757629504211,9548.97,Delivered,29-03-2022,Customer requested reschedule
06/07/2024,D-4090,OEM-TVS,Brake Shoe,911,BATCH-2024-0192,GJ01-7654,Deepak More,VRL Logistics,INV-596552,EWB372626047597,10523.51,In Transit,23/08/2022,Short delivery – balance next trip
2024-05-23,D-2690,OEM-TVS,Brake Disc,1846,BATCH-2022-0164,GJ01-5475,Suresh Patil,,INV-184292,EWB606898556114,9807.85,Delayed,23/02/2023,Customer requested reschedule
2024-08-11,D-3840,OEM-BAJAJ,Disc Brake Caliper,1300,BATCH-2021-0424,MH14-5800,,Delhivery,INV-519937,EWB895564714430,15988.63,Delivered,,Short delivery – balance next trip
2024-07-30,D-1974,OEM-FORD,ABS Sensor Ring,1564,BATCH-2021-0262,MH10-9129,Rahul Sharma,Gati Ltd,INV-694615,EWB787311846960,2250.15,Delayed,06/10/2024,Customer requested reschedule
20-02-2021,D-2460,OEM-RENAULT,CV Joint,1889,BATCH-2022-0390,MH13-7044,Nitin Sawant,Delhivery,INV-633839,EWB589662529082,22934.04,Delivered,19-01-2023,Short delivery – balance next trip
2023-07-28,D-3265,OEM-TATA,Brake Shoe,1467,BATCH-2023-0208,MH10-4726,Deepak More,,INV-418904,EWB884050927067,1792.42,In Transit,09/29/2021,
19-05-2021,D-2822,OEM-BAJAJ,Brake Pad Type A,1678,BATCH-2022-0199,TN07-5388,Suresh Patil,BlueDart,INV-596824,EWB993495480910,10602.12,Delivered,04-Feb-2022,Returned – wrong address
2024-04-17,D-1080,OEM-RENAULT,Brake Pad Type B,1749,BATCH-2024-0070,TN07-6520,Pradeep Jadhav,Gati Ltd,INV-757433,,,Delivered,18-09-2022,On time
2022-11-26,D-1707,OEM-TATA,CV Joint,164,BATCH-2024-0068,KA01-6652,Nitin Sawant,Safexpress,INV-953047,EWB506572836156,3915.72,Delivered,22-08-2023,Customer requested reschedule
22-09-2022,D-1577,OEM-HONDA,Brake Shoe,1204,BATCH-2023-0016,MH04-3674,Pradeep Jadhav,Safexpress,INV-672992,,22654.21,,08/12/2024,Customer not available
2022-08-28,D-4063,OEM-TVS,ABS Sensor Ring,1216,BATCH-2024-0052,MH10-4280,Ganesh Waghmare,Safexpress,INV-831803,EWB785491103357,,Delivered,05-Jul-2021,Returned – wrong address
2021-06-08,D-3902,OEM-HYUNDAI,Clutch Plate,1402,BATCH-2023-0274,MH04-4495,Rahul Sharma,VRL Logistics,INV-813322,,13898.47,Delivered,03-Oct-2024,Short delivery – balance next trip
2024-11-10,D-1944,OEM-TVS,Disc Brake Caliper,1943,BATCH-2021-0475,MH10-9085,Pradeep Jadhav,BlueDart,INV-216633,EWB886692980145,14929.03,Delivered,,POD pending
25/01/2023,D-4441,OEM-SUZUKI,Brake Disc,1190,BATCH-2024-0413,MH12-4652,Vijay Chavan,TCI Express,INV-514067,EWB508753479035,7818.55,Delivered,05/11/2021,Customer not available
2023-04-13,D-1408,OEM-HONDA,Wheel Hub Assy,1285,BATCH-2024-0173,MH10-6295,Amit Singh,,INV-630370,EWB289403000084,14165.63,Delivered,16/11/2022,On time
04-May-2023,D-1111,OEM-TVS,Brake Shoe,1552,BATCH-2021-0047,MH12-5049,Satish Bhosale,TCI Express,INV-633034,EWB198766321252,11716.64,In Transit,10-Jan-2021,Delayed – vehicle breakdown
2023-11-02,D-1853,OEM-BAJAJ,Brake Shoe,1637,BATCH-2021-0083,MH13-4944,Suresh Patil,Self-transport,INV-539925,EWB742340417627,13893.28,Delivered,02/01/2021,Customer requested reschedule
2022-01-30,D-3706,OEM-HYUNDAI,Disc Brake Caliper,600,BATCH-2021-0278,MH04-3954,,,INV-764481,EWB411866074975,23850.71,Delivered,04/26/2021,Delayed – vehicle breakdown
2024-11-09,D-1519,OEM-HONDA,Clutch Plate,1360,BATCH-2024-0486,MH13-4989,Ravi Kumar,Safexpress,INV-624394,EWB811641133071,3524.73,Delivered,13-Jun-2024,Delayed – vehicle breakdown
2022-05-02,D-2033,OEM-TVS,ABS Sensor Ring,646,BATCH-2024-0313,TN07-1540,Vijay Chavan,VRL Logistics,INV-159883,EWB248658454843,22665.63,Delivered,11-02-2021,Customer requested reschedule
2021-02-13,D-3703,OEM-HYUNDAI,Brake Pad Type A,1609,BATCH-2022-0234,MH04-8684,Rahul Sharma,,INV-732670,EWB752676059984,12853.52,In Transit,31/07/2024,Customer not available
2024-08-31,D-2090,OEM-SUZUKI,Clutch Plate,1581,BATCH-2024-0399,GJ01-2508,Rahul Sharma,Delhivery,INV-629067,EWB906905628618,3880.2,Delivered,05/02/2022,Short delivery – balance next trip
07/03/2024,D-3866,OEM-TATA,Brake Pad Type B,620,BATCH-2023-0189,MH14-6670,Amit Singh,Gati Ltd,INV-628797,,10003.07,Partial,09/09/2024,Customer requested reschedule
2021-09-11,D-3310,OEM-MARUTI,Brake Disc,1528,BATCH-2021-0442,MH10-7755,Nitin Sawant,Gati Ltd,INV-418152,EWB465756683000,11091.53,Delivered,2024-11-15,Customer requested reschedule
2021-11-30,D-4038,OEM-HONDA,Brake Pad Type B,1906,BATCH-2021-0042,TN07-1504,Ravi Kumar,VRL Logistics,INV-553112,EWB545544100505,15187.96,In Transit,19/06/2021,POD pending
2022-10-04,D-1891,OEM-FORD,Brake Shoe,1559,BATCH-2023-0409,TN07-7839,Vijay Chavan,Self-transport,INV-749044,EWB722302717879,7271.98,In Transit,05/17/2021,POD pending
2021-03-09,D-4098,OEM-RENAULT,Brake Pad Type A,1107,BATCH-2023-0132,TN07-2819,Rahul Sharma,Self-transport,INV-903154,EWB490055140675,,Delivered,07-09-2021,Short delivery – balance next trip
2021-09-30,D-2990,OEM-TATA,Clutch Plate,904,BATCH-2024-0193,GJ01-7874,Ganesh Waghmare,Delhivery,,EWB431855674060,18054.45,Delivered,2022-04-21,On time
2023-04-01,D-1466,OEM-TATA,Brake Pad Type B,570,BATCH-2024-0439,MH12-6215,Satish Bhosale,Mahindra Logistics,INV-439569,EWB708932367503,14059.72,Delivered,05/11/2022,Customer not available
2023-09-28,D-1279,OEM-FORD,Brake Pad Type B,535,BATCH-2023-0437,MH13-5841,Amit Singh,VRL Logistics,INV-589918,EWB210876824335,15192.78,Delivered,,POD pending
2022-08-24,D-1521,OEM-MARUTI,Brake Pad Type A,1173,BATCH-2022-0073,KA01-2532,,Mahindra Logistics,INV-717819,EWB455260397077,4291.91,,31-05-2022,POD pending
2024-07-13,D-2131,OEM-FORD,Clutch Plate,1173,BATCH-2024-0270,TN07-3804,Pradeep Jadhav,VRL Logistics,INV-558500,EWB745967163036,20359.23,Delivered,11/06/2024,Delayed – vehicle breakdown
2022-02-24,D-1038,OEM-MAHINDRA,Brake Pad Type B,1944,BATCH-2022-0446,MH04-4607,Amit Singh,Gati Ltd,INV-961419,EWB688047116207,11234.59,Delivered,01/31/2022,On time
17-10-2021,D-4322,OEM-HONDA,Clutch Plate,1817,BATCH-2022-0466,MH14-6256,Rahul Sharma,VRL Logistics,INV-476319,EWB327810270042,23350.7,Partial,06/02/2024,Returned – wrong address
2024-07-14,D-1787,OEM-MAHINDRA,Clutch Plate,60,BATCH-2022-0500,GJ01-9164,Pradeep Jadhav,VRL Logistics,INV-805910,EWB888345979892,20088.27,Delivered,18-Feb-2024,Delayed – vehicle breakdown
27/03/2023,D-3088,OEM-HYUNDAI,Drum Brake Assy,575,BATCH-2024-0460,TN07-6513,Satish Bhosale,Delhivery,INV-308528,EWB398428434270,5136.55,Delivered,05/25/2021,On time
07-Mar-2021,D-2870,OEM-BAJAJ,Brake Pad Type A,847,BATCH-2024-0012,MH04-5609,Suresh Patil,Gati Ltd,INV-821983,EWB708752627434,5523.18,Delivered,,
2024-08-16,D-3834,OEM-SUZUKI,Wheel Hub Assy,862,BATCH-2024-0116,MH14-3939,Rahul Sharma,BlueDart,INV-898634,EWB275513362907,10510.29,Delivered,,POD pending
09/01/2024,D-3260,OEM-MARUTI,Brake Disc,1436,BATCH-2022-0224,MH12-6864,Ravi Kumar,TCI Express,INV-460450,EWB476764010432,13291.53,Delivered,07-11-2023,
2024-11-19,D-2690,OEM-RENAULT,Brake Pad Type A,1889,BATCH-2024-0046,MH14-3906,Vijay Chavan,Mahindra Logistics,INV-931439,EWB231907884267,15620.53,Delivered,28-Nov-2022,Short delivery – balance next trip
2024-02-03,D-2783,OEM-MARUTI,ABS Sensor Ring,1747,BATCH-2024-0117,MH13-1034,Deepak More,TCI Express,INV-807051,EWB140022292885,5867.83,In Transit,01/02/2023,Customer not available
2024-04-19,D-3940,OEM-BAJAJ,Disc Brake Caliper,1505,BATCH-2023-0340,GJ01-4829,Nitin Sawant,Mahindra Logistics,INV-809322,EWB948076030828,,Delivered,16-05-2024,Customer requested reschedule
2021-02-22,D-4097,OEM-TVS,Drum Brake Assy,1589,BATCH-2022-0269,MH12-7064,Vijay Chavan,Safexpress,INV-568264,EWB803926567681,1778.6,Delivered,02-07-2023,On time
2021-07-03,D-4172,OEM-MAHINDRA,Wheel Hub Assy,1007,BATCH-2022-0405,MH04-2139,Ganesh Waghmare,Self-transport,INV-538951,EWB814452529426,23611.2,Returned,25-Jul-2022,
2024-07-24,D-3246,OEM-RENAULT,Brake Shoe,708,BATCH-2022-0395,MH14-5290,Amit Singh,Mahindra Logistics,INV-342298,EWB619305896807,2754.48,Delivered,2024-07-02,Delayed – vehicle breakdown
21-May-2023,D-2873,OEM-HONDA,CV Joint,532,BATCH-2024-0357,TN07-7263,Ravi Kumar,Gati Ltd,INV-496985,EWB579297092576,5202.55,In Transit,06-04-2021,Short delivery – balance next trip
03/07/2022,D-2448,OEM-RENAULT,Drum Brake Assy,1149,BATCH-2024-0367,GJ01-2605,Pradeep Jadhav,Self-transport,INV-536101,EWB225407604051,18164.76,Delivered,10/25/2024,Customer not available
2021-04-27,D-4076,OEM-SUZUKI,Brake Shoe,1404,BATCH-2022-0078,TN07-5675,Amit Singh,Self-transport,INV-897095,EWB168876213624,9094.03,Delayed,21-03-2021,Short delivery – balance next trip
2024-10-04,D-2465,OEM-RENAULT,Brake Pad Type B,1390,BATCH-2021-0298,MH12-8593,,,INV-834360,,7868.98,In Transit,06/11/2024,On time
2022-04-24,D-4045,OEM-FORD,Clutch Plate,910,BATCH-2024-0446,MH12-2601,Vijay Chavan,Self-transport,INV-528388,EWB721185368007,21750.18,Delivered,21-07-2023,On time
08-Jul-2024,D-4049,OEM-HONDA,CV Joint,194,BATCH-2022-0479,MH10-3513,Suresh Patil,Self-transport,INV-396230,EWB568922264664,,Delayed,04/28/2023,Customer not available
02/22/2023,D-1448,OEM-TVS,Clutch Plate,547,BATCH-2021-0074,KA01-1181,Satish Bhosale,TCI Express,INV-767438,EWB870166606565,3446.71,Delivered,,Customer requested reschedule
07-02-2022,D-4105,OEM-TATA,Disc Brake Caliper,1546,BATCH-2023-0073,MH13-5586,Nitin Sawant,Delhivery,INV-600693,EWB399555327966,16460.75,Delivered,08/26/2023,Delayed – vehicle breakdown
09/12/2021,D-2691,OEM-MAHINDRA,Drum Brake Assy,1202,BATCH-2023-0411,GJ01-6383,Rahul Sharma,Safexpress,INV-338937,EWB615669211281,14628.68,Delivered,30/11/2021,
2022-12-09,D-2315,OEM-TATA,Brake Disc,1712,BATCH-2023-0105,MH12-5348,Ganesh Waghmare,Mahindra Logistics,INV-983861,EWB930563888099,17962.98,Partial,05-04-2021,Short delivery – balance next trip
2023-02-21,D-4362,OEM-TATA,Drum Brake Assy,1356,BATCH-2024-0406,MH12-5021,Ganesh Waghmare,VRL Logistics,INV-992896,EWB532504735687,6700.63,Delivered,2022-03-06,On time
2022-06-03,D-3317,OEM-BAJAJ,Brake Disc,1072,BATCH-2023-0003,KA01-4649,Nitin Sawant,VRL Logistics,INV-523664,EWB240257653493,9086.23,Partial,20-01-2023,Returned – wrong address
2021-02-26,D-1138,OEM-FORD,Clutch Plate,672,BATCH-2021-0227,TN07-9534,Suresh Patil,TCI Express,INV-899145,EWB893360718048,18741.81,Delivered,2024-12-20,Short delivery – balance next trip
2022-12-18,D-2047,OEM-RENAULT,ABS Sensor Ring,194,BATCH-2021-0393,TN07-1592,,Safexpress,INV-476641,EWB644843403232,23129.5,Delivered,02/05/2024,Customer requested reschedule
2023-09-05,D-1377,OEM-TVS,ABS Sensor Ring,1204,BATCH-2024-0342,MH12-7070,Ganesh Waghmare,Self-transport,INV-118759,EWB446549127432,5059.66,In Transit,2023-08-14,On time
2024-08-22,D-4435,OEM-TVS,Wheel Hub Assy,546,BATCH-2023-0092,GJ01-9517,Rahul Sharma,Mahindra Logistics,INV-854973,EWB483874407941,15517.77,Returned,02-Apr-2023,Customer not available
2024-02-01,D-2072,OEM-FORD,CV Joint,439,BATCH-2024-0311,GJ01-7193,Pradeep Jadhav,VRL Logistics,INV-891546,EWB402079772403,13172.1,Partial,20-12-2024,Short delivery – balance next trip
2022-10-07,D-3586,OEM-MAHINDRA,Drum Brake Assy,1348,BATCH-2024-0037,TN07-5331,Suresh Patil,Gati Ltd,INV-570658,EWB181135703387,8882.33,Delayed,02-03-2023,Returned – wrong address
2021-11-27,D-4148,OEM-FORD,Brake Pad Type A,1415,BATCH-2021-0258,MH14-8718,Vijay Chavan,BlueDart,INV-289681,EWB806757734400,10743.6,Delivered,11-Oct-2023,
04-Jul-2021,D-1753,OEM-SUZUKI,Clutch Plate,513,BATCH-2024-0470,MH13-5753,Suresh Patil,Delhivery,INV-732914,EWB242627004612,8269.16,Delivered,2022-03-03,
2022-02-11,D-3036,OEM-HONDA,Disc Brake Caliper,222,BATCH-2024-0334,MH10-4994,Nitin Sawant,Delhivery,,EWB333280990753,8932.42,Delivered,17/11/2021,Customer requested reschedule
02/27/2024,D-1929,OEM-RENAULT,ABS Sensor Ring,401,BATCH-2024-0054,MH10-5706,Deepak More,TCI Express,INV-209794,,1560.64,Delayed,05-May-2024,Delayed – vehicle breakdown
2022-08-17,D-3261,OEM-TVS,Wheel Hub Assy,743,BATCH-2022-0334,KA01-9556,Deepak More,TCI Express,INV-910750,EWB981905858987,5845.3,Delivered,2024-04-27,On time
2022-02-24,D-3271,OEM-MARUTI,Brake Pad Type B,1134,BATCH-2024-0258,MH12-4003,Rahul Sharma,,INV-300329,EWB246756530754,11915.21,Delivered,2024-04-09,Delayed – vehicle breakdown
13/06/2022,D-3891,OEM-MARUTI,Brake Disc,69,BATCH-2022-0324,MH04-7231,Satish Bhosale,Delhivery,INV-667691,,10420.32,Delayed,10/23/2023,Delayed – vehicle breakdown
2021-09-13,D-2478,OEM-MAHINDRA,Clutch Plate,771,BATCH-2023-0118,TN07-6821,,Gati Ltd,INV-755326,EWB523764738268,21416.48,Delivered,09/06/2024,On time
01-Dec-2023,D-1524,OEM-HYUNDAI,Disc Brake Caliper,196,BATCH-2023-0496,KA01-9074,Ganesh Waghmare,Mahindra Logistics,INV-945253,,13129.52,Delivered,05/09/2023,On time
20-Jul-2021,D-2826,OEM-MAHINDRA,Brake Disc,1511,BATCH-2021-0428,KA01-7246,Rahul Sharma,Delhivery,INV-354758,EWB918442384266,2818.23,Delivered,06/28/2022,
2022-11-14,D-3818,OEM-MAHINDRA,Brake Disc,744,BATCH-2023-0434,MH14-6380,Nitin Sawant,Self-transport,INV-563862,EWB151977755309,21839.55,Delayed,2021-03-22,Delayed – vehicle breakdown
2022-06-28,D-3950,OEM-FORD,Clutch Plate,88,BATCH-2023-0016,MH12-9629,Rahul Sharma,Delhivery,INV-705363,EWB264020211646,8816.94,Delivered,21-Sep-2024,On time
22/11/2024,D-2837,OEM-HYUNDAI,ABS Sensor Ring,1680,BATCH-2022-0455,MH12-3919,Amit Singh,Mahindra Logistics,INV-395248,EWB703762680105,14585.84,,06-Apr-2022,Delayed – vehicle breakdown
05/10/2024,D-2949,OEM-TVS,Disc Brake Caliper,1871,BATCH-2022-0016,MH12-2608,Satish Bhosale,VRL Logistics,INV-583881,EWB304431742702,12527.63,,23-Feb-2024,Customer requested reschedule
2023-12-30,D-3054,OEM-BAJAJ,Clutch Plate,1178,BATCH-2024-0329,MH10-8783,Amit Singh,VRL Logistics,INV-698432,EWB504918721955,3400.92,Delivered,27/05/2021,Customer not available
2023-12-23,D-3394,OEM-TVS,Brake Shoe,1353,BATCH-2022-0396,KA01-2055,Ravi Kumar,Self-transport,INV-291589,EWB684818335370,17301.92,Delivered,24/04/2022,Customer not available
16-10-2023,D-1327,OEM-BAJAJ,Drum Brake Assy,492,BATCH-2021-0243,MH14-1624,Nitin Sawant,Gati Ltd,INV-426537,EWB200332448894,14970.11,Delivered,07/01/2024,Customer not available
2022-12-13,D-2698,OEM-SUZUKI,CV Joint,751,BATCH-2022-0269,KA01-5358,Ganesh Waghmare,Mahindra Logistics,INV-540161,EWB976891072495,13427.25,Delivered,25-May-2024,Delayed – vehicle breakdown
07-Mar-2024,D-4213,OEM-BAJAJ,Disc Brake Caliper,1717,BATCH-2022-0023,MH12-6238,Ganesh Waghmare,VRL Logistics,INV-713053,,2439.49,Delivered,20-02-2023,Customer not available
2021-03-24,D-1740,OEM-TATA,Drum Brake Assy,156,BATCH-2023-0427,TN07-6012,Amit Singh,Safexpress,INV-793802,EWB522522413149,11925.36,Delivered,,Short delivery – balance next trip
21-03-2021,D-2701,OEM-SUZUKI,Brake Disc,1556,BATCH-2021-0154,GJ01-4537,Pradeep Jadhav,TCI Express,INV-709536,EWB357347364649,24182.89,In Transit,05/10/2023,Returned – wrong address
2023-10-28,D-3148,OEM-HYUNDAI,CV Joint,390,BATCH-2024-0076,MH10-2495,Amit Singh,TCI Express,INV-739154,EWB929456246232,17527.05,Delivered,06/04/2021,Customer requested reschedule
2021-07-31,D-2929,OEM-SUZUKI,Drum Brake Assy,1899,BATCH-2021-0330,MH04-6525,Vijay Chavan,Mahindra Logistics,INV-349203,EWB828440177321,8178.77,Delivered,09/16/2022,Returned – wrong address
02/27/2021,D-1656,OEM-BAJAJ,Disc Brake Caliper,947,BATCH-2021-0417,TN07-6002,Rahul Sharma,Mahindra Logistics,INV-238045,EWB957722183012,21038.02,Delivered,16-Feb-2021,Customer not available
2022-04-07,D-2207,OEM-HYUNDAI,Disc Brake Caliper,118,BATCH-2024-0138,MH04-7093,,Delhivery,INV-850777,EWB702439123754,13631.11,Delivered,2023-07-26,Customer requested reschedule
2022-12-06,D-1790,OEM-TVS,Brake Shoe,819,BATCH-2023-0375,TN07-9350,Rahul Sharma,Safexpress,INV-772922,EWB513246523494,,,27-03-2021,Customer requested reschedule
08/26/2022,D-3939,OEM-HYUNDAI,Brake Pad Type B,507,BATCH-2024-0384,GJ01-1838,Nitin Sawant,Safexpress,,EWB672171072703,1712.59,Delivered,14-Nov-2021,Customer not available
10/29/2022,D-3546,OEM-RENAULT,Brake Pad Type B,1350,BATCH-2022-0314,KA01-2017,Ravi Kumar,TCI Express,INV-607389,EWB832648064638,,Delivered,11-May-2023,Customer not available
2024-01-02,D-1513,OEM-MARUTI,Brake Shoe,1652,BATCH-2022-0015,MH14-6831,Nitin Sawant,Mahindra Logistics,INV-973165,EWB883283816078,22400.01,Delivered,25/08/2024,Returned – wrong address
2021-07-25,D-1769,OEM-RENAULT,ABS Sensor Ring,916,BATCH-2022-0141,MH13-7662,Nitin Sawant,VRL Logistics,INV-533942,,7583.54,,07-Jul-2021,Delayed – vehicle breakdown
2023-04-19,D-4309,OEM-MARUTI,Brake Disc,748,BATCH-2021-0102,KA01-8701,Ravi Kumar,,INV-390695,EWB168818205247,7506.18,Delivered,03/01/2024,On time
2021-09-11,D-2337,OEM-MAHINDRA,Brake Pad Type B,456,BATCH-2021-0108,TN07-5868,Deepak More,Delhivery,INV-787340,EWB102056753666,12752.24,,06-12-2023,Short delivery – balance next trip
2023-12-28,D-2543,OEM-HYUNDAI,ABS Sensor Ring,1504,BATCH-2021-0132,MH10-7345,Nitin Sawant,Gati Ltd,INV-302497,EWB252963705115,20130.07,Returned,11/07/2023,POD pending
